Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Kids,2015-01-31 14:38:37,00:22:19,,Pac-Man y las aventuras fantasmales: Temporada 1: Heebo Skeebo (Capítulo 9),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:25,Not latest view,US (United States)
Kids,2015-01-31 14:16:08,00:22:20,,Pac-Man y las aventuras fantasmales: Temporada 1: Regreso al Pac-futuro (Capítulo 8),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:24,Not latest view,US (United States)
Kids,2015-01-31 13:53:41,00:22:20,,"Pac-Man y las aventuras fantasmales: Temporada 1: No eres tú, es tu grano (Capítulo 7)",,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:24,Not latest view,US (United States)
Kids,2015-01-29 01:35:32,00:00:08,,"Pac-Man y las aventuras fantasmales: Temporada 1: No eres tú, es tu grano (Capítulo 7)",,Sony CE Sony CE 2014 Core DTV Smart TV,00:00:08,Not latest view,US (United States)
Kids,2015-01-29 01:19:31,00:14:41,,Pac-Man y las aventuras fantasmales: Temporada 1: ¡Presidente poseído! (Capítulo 6),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:24,Not latest view,US (United States)
Kids,2015-01-29 00:45:45,00:14:58,,Pac-Man y las aventuras fantasmales: Temporada 1: ¡Presidente poseído! (Capítulo 6),,Sony CE Sony CE 2014 Core DTV Smart TV,00:15:06,Not latest view,US (United States)
Kids,2015-01-29 00:23:14,00:22:21,,Pac-Man y las aventuras fantasmales: Temporada 1: Come tanto como puedas (Capítulo 5),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:25,Not latest view,US (United States)
Kids,2015-01-29 00:00:49,00:22:17,,Pac-Man y las aventuras fantasmales: Temporada 1: No se permiten mascotas... sobre todo monstruos (Parte 2) (Capítulo 4),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:25,Not latest view,US (United States)
Kids,2015-01-28 19:10:13,00:13:54,,Power Rangers Samurai: Temporada 1: Test of the Leader (Capítulo 11),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:21,00:23:21,US (United States)
Kids,2015-01-28 18:07:57,00:22:19,,Pac-Man y las aventuras fantasmales: Temporada 1: No se permiten mascotas... sobre todo monstruos (Parte 1) (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:25,Not latest view,US (United States)
Kids,2015-01-28 18:07:34,00:00:09,,Pac-Man y las aventuras fantasmales: Temporada 1: No se permiten mascotas... sobre todo monstruos (Parte 1) (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:00:09,Not latest view,US (United States)
Kids,2015-01-28 17:44:58,00:22:06,,Pac-Man y las aventuras fantasmales: Temporada 1: Comienza la aventura (Parte 2) (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:06,Not latest view,US (United States)
Kids,2015-01-28 17:44:06,00:00:17,,Pac-Man y las aventuras fantasmales: Temporada 1: Comienza la aventura (Parte 2) (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:00:20,Not latest view,US (United States)
Kids,2015-01-28 17:16:34,00:22:20,,Pac-Man y las aventuras fantasmales: Temporada 1: Comienza la aventura (Parte 1) (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:20,Not latest view,US (United States)
Kids,2015-01-28 16:52:17,00:09:40,,Power Rangers Samurai: Temporada 1: Test of the Leader (Capítulo 11),,Sony CE Sony CE 2014 Core DTV Smart TV,00:09:27,Not latest view,US (United States)
Kids,2015-01-28 16:29:08,00:23:02,,Power Rangers Samurai: Temporada 1: Forest for the Trees (Capítulo 10),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:26,00:23:26,US (United States)
Kids,2015-01-28 16:06:08,00:22:51,,Power Rangers Samurai: Temporada 1: I've Got a Spell on Blue (Capítulo 9),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:15,00:23:15,US (United States)
Kids,2015-01-28 14:58:17,00:22:58,,Power Rangers Samurai: Temporada 1: There Go the Brides (Capítulo 8),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:18,00:23:18,US (United States)
Kids,2015-01-28 14:35:25,00:22:44,,Power Rangers Samurai: Temporada 1: A Fish Out of Water (Capítulo 7),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:08,00:23:08,US (United States)
Kids,2015-01-28 14:09:36,00:25:34,,Power Rangers Samurai: Temporada 1: Sticks & Stones (Capítulo 6),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:25,00:23:25,US (United States)
Kids,2015-01-28 00:45:44,00:22:12,,Los guerreros Wasabi: Temporada 1: Clash of the Titans (Capítulo 13),,iPad Air 2 WiFi,00:21:46,Not latest view,US (United States)
Kids,2015-01-28 00:43:08,00:02:21,,Los guerreros Wasabi: Temporada 1: Dummy Dancing (Capítulo 3),,iPad Air 2 WiFi,00:02:24,Not latest view,US (United States)
Kids,2015-01-28 00:20:52,00:22:04,,Los guerreros Wasabi: Temporada 1: Fat Chance (Capítulo 2),,iPad Air 2 WiFi,00:22:05,Not latest view,US (United States)
Kids,2015-01-27 23:57:37,00:22:35,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,iPad Air 2 WiFi,00:22:35,Not latest view,US (United States)
Kids,2015-01-27 21:11:56,00:01:58,,Ben 10: Temporada 1: Visitando A Los Viejos (Capítulo 4),,Sony CE Sony CE 2014 Core DTV Smart TV,00:02:12,00:02:12,US (United States)
Kids,2015-01-27 20:49:22,00:22:25,,Ben 10: Temporada 1: El Krakken (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:29,00:22:29,US (United States)
Kids,2015-01-27 20:26:10,00:22:46,,Power Rangers Samurai: Temporada 1: Day Off (Capítulo 5),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:12,00:23:12,US (United States)
Kids,2015-01-27 20:02:57,00:23:02,,Power Rangers Samurai: Temporada 1: Deal with a Nighlok (Capítulo 4),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:26,00:23:26,US (United States)
Kids,2015-01-27 19:20:51,00:22:33,,Power Rangers Samurai: Temporada 1: The Team Unites (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:07,00:23:07,US (United States)
Kids,2015-01-25 16:06:22,00:21:04,,El oasis de Oscar: Temporada 1: El amor / La mosca / Un horno de hogar / Paseo lunar (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:21:30,Not latest view,US (United States)
Kids,2015-01-25 16:05:23,00:00:08,,El oasis de Oscar: Temporada 1: Un mal viaje / Carrera de huevos / En busca de agua / La muñeca (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:26:46,00:26:46,US (United States)
Kids,2015-01-25 15:38:18,00:26:42,,El oasis de Oscar: Temporada 1: Un mal viaje / Carrera de huevos / En busca de agua / La muñeca (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:26:44,Not latest view,US (United States)
Kids,2015-01-25 15:15:34,00:22:00,,Ben 10: Temporada 1: Aprendiendo A Ser Héroe (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:11,00:22:11,US (United States)
Kids,2015-01-25 14:53:11,00:22:16,,Ben 10: Temporada 1: Y Fueron Diez (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:19,00:22:19,US (United States)
Kids,2015-01-24 18:51:09,00:00:02,,LEGO Ninjago: Maestros del Spinjitzu: El ascenso de los Serpentine: Jamás confíes en una serpiente (Capítulo 4),,Sony CE Sony CE 2014 Core DTV Smart TV,00:00:45,Not latest view,US (United States)
Kids,2015-01-24 18:29:50,00:21:11,,LEGO Ninjago: Maestros del Spinjitzu: El ascenso de los Serpentine: Mordedura de serpiente (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:00,00:22:00,US (United States)
Kids,2015-01-24 18:08:29,00:21:12,,LEGO Ninjago: Maestros del Spinjitzu: El ascenso de los Serpentine: Hogar (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:00,00:22:00,US (United States)
Kids,2015-01-24 17:46:25,00:21:57,,LEGO Ninjago: Maestros del Spinjitzu: El ascenso de los Serpentine: El ascenso de las serpientes (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:01,00:22:01,US (United States)
Kids,2015-01-24 17:22:48,00:21:56,,LEGO Ninjago - Maestros del Spinjitzu: La senda del ninja,,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:00,Not latest view,US (United States)
Kids,2015-01-24 17:20:45,00:00:05,,Kung Fu Panda: Secretos bárbaros: Volumen 1: Los secretos de los Maestros (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:01,00:23:01,US (United States)
Kids,2015-01-24 17:14:12,00:05:57,,Kung Fu Panda: Secretos bárbaros: Volumen 1: Los secretos de los Cinco Furiosos (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:24:35,00:24:35,US (United States)
Kids,2015-01-24 16:25:11,00:48:34,,Kung Fu Panda: Secretos bárbaros: Volumen 1: Jugar los dos: Secretos Bárbaros de Kung Fu Panda (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:48:37,00:48:37,US (United States)
Kids,2015-01-24 16:24:15,00:00:32,,Kung Fu Panda: El Festival de Invierno,,Sony CE Sony CE 2014 Core DTV Smart TV,00:26:06,00:26:06,US (United States)
Kids,2015-01-24 16:02:48,00:21:18,,Kung Fu Panda: El Festival de Invierno,,Sony CE Sony CE 2014 Core DTV Smart TV,00:21:22,Not latest view,US (United States)
Kids,2015-01-24 15:40:06,00:20:13,,Larva: Temporada 1: Episodio 5 (Capítulo 5),,Sony CE Sony CE 2014 Core DTV Smart TV,00:20:28,00:20:28,US (United States)
Kids,2015-01-24 15:19:33,00:20:20,,Larva: Temporada 1: Episodio 4 (Capítulo 4),,Sony CE Sony CE 2014 Core DTV Smart TV,00:20:39,00:20:39,US (United States)
Kids,2015-01-24 14:58:47,00:20:33,,Larva: Temporada 1: Episodio 3 (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:20:37,00:20:37,US (United States)
Kids,2015-01-24 00:47:37,00:19:24,,Larva: Temporada 1: Episodio 2 (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:20:32,00:20:32,US (United States)
Kids,2015-01-23 13:31:38,00:22:00,,Las aventuras del Gato con Botas: Temporada 1: La esfinge (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:04,Not latest view,US (United States)
Kids,2015-01-23 13:10:43,00:07:56,,Los guerreros Wasabi: Temporada 1: Swords & Magic (Capítulo 5),,Sony CE Sony CE 2014 Core DTV Smart TV,00:08:02,Not latest view,US (United States)
Kids,2015-01-23 12:48:19,00:22:01,,Los guerreros Wasabi: Temporada 1: Dojo Day Afternoon (Capítulo 4),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:06,Not latest view,US (United States)
Kids,2015-01-23 12:42:32,00:05:27,,Los guerreros Wasabi: Temporada 1: Dummy Dancing (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:06,Not latest view,US (United States)
Kids,2015-01-23 00:50:08,00:00:54,,Larva: Temporada 1: Episodio 2 (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:01:08,Not latest view,US (United States)
Kids,2015-01-23 00:29:20,00:20:35,,Larva: Temporada 1: Episodio 1 (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:20:37,00:20:37,US (United States)
Kids,2015-01-23 00:06:07,00:22:44,,Las aventuras del Gato con Botas: Temporada 1: Oculto (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:47,00:22:47,US (United States)
Kids,2015-01-23 00:05:19,00:00:14,,Power Rangers Samurai: Temporada 1: The Team Unites (Capítulo 3),,Sony CE Sony CE 2014 Core DTV Smart TV,00:00:36,Not latest view,US (United States)
Kids,2015-01-22 23:42:08,00:23:03,,Power Rangers Samurai: Temporada 1: Origins: Part 2 (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:26,00:23:26,US (United States)
Kids,2015-01-22 23:40:57,00:00:56,,Power Rangers Samurai: Temporada 1: Origins: Part 1 (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:23:09,00:23:09,US (United States)
Kids,2015-01-22 13:45:18,00:22:15,,Power Rangers Samurai: Temporada 1: Origins: Part 1 (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:15,Not latest view,US (United States)
Kids,2015-01-22 13:41:33,00:03:00,,The Super Mario Bros. Super Show!: Club Mario: The Bird! The Bird! (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:03:04,00:03:04,US (United States)
Kids,2015-01-22 13:17:43,00:22:03,,Los guerreros Wasabi: Temporada 1: Fat Chance (Capítulo 2),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:06,Not latest view,US (United States)
Kids,2015-01-22 12:54:58,00:22:32,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:36,Not latest view,US (United States)
Kids,2015-01-22 12:32:43,00:21:53,,"¡Buena suerte, Charlie!: Temporada 1: Cita de estudio (Capítulo 1)",,Sony CE Sony CE 2014 Core DTV Smart TV,00:21:54,00:21:54,US (United States)
Kids,2015-01-19 17:57:59,00:20:07,,Los guerreros Wasabi: Temporada 1: Road to Wasabi (Capítulo 6),,Samsung 2013 MStar X12 Smart TV,00:20:07,00:20:07,US (United States)
Kids,2015-01-19 17:53:39,00:03:50,,Los guerreros Wasabi: Temporada 1: Swords & Magic (Capítulo 5),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-19 17:36:38,00:15:19,,Los guerreros Wasabi: Temporada 1: Swords & Magic (Capítulo 5),,Samsung 2013 MStar X12 Smart TV,00:18:17,Not latest view,US (United States)
Kids,2015-01-19 17:33:36,00:02:52,,Los guerreros Wasabi: Temporada 1: Swords & Magic (Capítulo 5),,Samsung 2013 MStar X12 Smart TV,00:02:52,Not latest view,US (United States)
Kids,2015-01-19 17:12:10,00:06:25,,Los guerreros Wasabi: Temporada 1: Dummy Dancing (Capítulo 3),,iPad Air 2 WiFi,00:16:40,Not latest view,US (United States)
Kids,2015-01-19 17:10:05,00:22:05,,Los guerreros Wasabi: Temporada 1: Dojo Day Afternoon (Capítulo 4),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-19 16:47:34,00:22:03,,Los guerreros Wasabi: Temporada 1: Dummy Dancing (Capítulo 3),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-19 16:25:00,00:22:05,,Los guerreros Wasabi: Temporada 1: Fat Chance (Capítulo 2),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-19 16:01:54,00:22:35,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,Samsung 2013 MStar X12 Smart TV,00:22:35,Not latest view,US (United States)
Kids,2015-01-17 17:18:15,00:15:20,,Los guerreros Wasabi: Temporada 1: Fat Chance (Capítulo 2),,Samsung 2013 MStar X12 Smart TV,00:15:21,Not latest view,US (United States)
Kids,2015-01-17 17:06:49,00:10:39,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,Samsung 2013 MStar X12 Smart TV,00:22:35,Not latest view,US (United States)
Kids,2015-01-17 16:54:51,00:11:48,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,Samsung 2013 MStar X12 Smart TV,00:11:48,Not latest view,US (United States)
Kids,2015-01-17 16:53:01,00:00:08,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,Samsung 2013 MStar X12 Smart TV,00:00:08,Not latest view,US (United States)
Kids,2015-01-17 16:52:42,00:00:03,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,Samsung 2013 MStar X12 Smart TV,00:00:03,Not latest view,US (United States)
Kids,2015-01-17 16:49:35,00:01:17,,Scholastic: One-of-a-Kind Critters: One-Of-A-Kind Critters: Scaredy Squirrel (Capítulo 4),,Samsung 2013 MStar X12 Smart TV,00:01:17,00:01:17,US (United States)
Kids,2015-01-17 15:12:28,00:50:48,,Miniespías 4: Los ladrones del tiempo,,Sony CE Sony CE 2014 Core DTV Smart TV,01:27:46,Not latest view,US (United States)
Kids,2015-01-17 14:11:30,01:00:05,,Miniespías 2,,Sony CE Sony CE 2014 Core DTV Smart TV,01:38:37,Not latest view,US (United States)
Kids,2015-01-16 23:22:48,00:00:06,,Los guerreros Wasabi: Temporada 2: A Slip Down Memory Lane (Capítulo 15),,Samsung 2013 MStar X12 Smart TV,00:00:06,Not latest view,US (United States)
Kids,2015-01-16 23:00:08,00:22:09,,Los guerreros Wasabi: Temporada 2: Hit the Road Jack (Capítulo 14),,Samsung 2013 MStar X12 Smart TV,00:22:09,Not latest view,US (United States)
Kids,2015-01-16 22:32:37,00:22:11,,Los guerreros Wasabi: Temporada 2: The Chosen One (Capítulo 13),,Samsung 2013 MStar X12 Smart TV,00:22:11,Not latest view,US (United States)
Kids,2015-01-16 22:20:41,00:38:33,,Miniespías 2,,Sony CE Sony CE 2014 Core DTV Smart TV,00:38:33,Not latest view,US (United States)
Kids,2015-01-16 22:09:59,00:22:09,,Los guerreros Wasabi: Temporada 2: Kickin' It Old School (Capítulo 12),,Samsung 2013 MStar X12 Smart TV,00:22:09,00:22:09,US (United States)
Kids,2015-01-16 21:46:53,00:22:23,,Los guerreros Wasabi: Temporada 2: Kim of Kong (Capítulo 11),,Samsung 2013 MStar X12 Smart TV,00:22:11,00:22:11,US (United States)
Kids,2015-01-16 21:40:04,00:40:27,,Miniespías 3: Game over,,Sony CE Sony CE 2014 Core DTV Smart TV,01:15:35,Not latest view,US (United States)
Kids,2015-01-16 21:16:00,00:22:09,,Los guerreros Wasabi: Temporada 2: Indiana Eddie (Capítulo 10),,Samsung 2013 MStar X12 Smart TV,00:22:09,00:22:09,US (United States)
Kids,2015-01-16 20:53:52,00:21:41,,Los guerreros Wasabi: Temporada 2: Dojo Day Care (Capítulo 9),,Samsung 2013 MStar X12 Smart TV,00:21:41,00:21:41,US (United States)
Kids,2015-01-16 20:31:13,00:22:11,,Los guerreros Wasabi: Temporada 2: Buddyguards (Capítulo 8),,Samsung 2013 MStar X12 Smart TV,00:22:11,00:22:11,US (United States)
Kids,2015-01-16 20:08:26,00:22:11,,Los guerreros Wasabi: Temporada 2: It Takes Two to Tangle (Capítulo 7),,Samsung 2013 MStar X12 Smart TV,00:22:11,Not latest view,US (United States)
Kids,2015-01-16 19:45:50,00:22:11,,Los guerreros Wasabi: Temporada 2: Capture the Flag (Capítulo 6),,Samsung 2013 MStar X12 Smart TV,00:22:11,Not latest view,US (United States)
Kids,2015-01-16 19:23:12,00:22:11,,Los guerreros Wasabi: Temporada 2: Skate Rat (Capítulo 5),,Samsung 2013 MStar X12 Smart TV,00:22:11,00:22:11,US (United States)
Kids,2015-01-16 18:59:59,00:22:41,,Los guerreros Wasabi: Temporada 2: Eddie Cries Uncle (Capítulo 4),,Samsung 2013 MStar X12 Smart TV,00:22:41,00:22:41,US (United States)
Kids,2015-01-16 18:37:21,00:22:11,,Los guerreros Wasabi: Temporada 2: We Are Family (Capítulo 3),,Samsung 2013 MStar X12 Smart TV,00:22:11,00:22:11,US (United States)
Kids,2015-01-16 18:14:44,00:22:09,,Los guerreros Wasabi: Temporada 2: My Left Foot (Capítulo 2),,Samsung 2013 MStar X12 Smart TV,00:22:09,Not latest view,US (United States)
Kids,2015-01-16 17:52:07,00:22:09,,Los guerreros Wasabi: Temporada 2: Rock'em Sock'em Rudy (Capítulo 1),,Samsung 2013 MStar X12 Smart TV,00:22:09,00:22:09,US (United States)
Kids,2015-01-16 17:27:09,00:22:05,,Los guerreros Wasabi: Temporada 1: Rowdy Rudy (Capítulo 21),,Samsung 2013 MStar X12 Smart TV,00:22:05,00:22:05,US (United States)
Kids,2015-01-16 17:03:13,00:23:15,,Los guerreros Wasabi: Temporada 1: The Wrath of Swan (Capítulo 20),,Samsung 2013 MStar X12 Smart TV,00:22:05,00:22:05,US (United States)
Kids,2015-01-16 16:52:42,00:10:14,,Los guerreros Wasabi: Temporada 1: The Wrath of Swan (Capítulo 20),,Samsung 2013 MStar X12 Smart TV,00:10:14,Not latest view,US (United States)
Kids,2015-01-16 16:26:31,00:22:05,,Los guerreros Wasabi: Temporada 1: Kickin' It in China (Capítulo 19),,Samsung 2013 MStar X12 Smart TV,00:22:05,00:22:05,US (United States)
Kids,2015-01-16 16:03:58,00:22:05,,Los guerreros Wasabi: Temporada 1: Reality Fights (Capítulo 18),,Samsung 2013 MStar X12 Smart TV,00:22:05,00:22:05,US (United States)
Kids,2015-01-16 15:36:42,00:25:52,,Los guerreros Wasabi: Temporada 1: Breaking Board (Capítulo 17),,Samsung 2013 MStar X12 Smart TV,00:22:05,00:22:05,US (United States)
Kids,2015-01-16 15:14:01,00:22:05,,"Los guerreros Wasabi: Temporada 1: Dude, Where's My Sword? (Capítulo 16)",,Samsung 2013 MStar X12 Smart TV,00:22:05,00:22:05,US (United States)
Kids,2015-01-16 14:51:27,00:22:05,,Los guerreros Wasabi: Temporada 1: The Great Escape (Capítulo 15),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-16 14:28:53,00:22:05,,Los guerreros Wasabi: Temporada 1: Badge of Honor (Capítulo 14),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-16 13:47:40,00:35:10,,Miniespías 3: Game over,,Sony CE Sony CE 2014 Core DTV Smart TV,00:35:10,Not latest view,US (United States)
Kids,2015-01-16 13:41:25,00:42:54,,Los guerreros Wasabi: Temporada 1: Clash of the Titans (Capítulo 13),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-16 13:23:04,00:22:14,,Los guerreros Wasabi: Temporada 3: Para siempre Wasabi (Capítulo 22),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:16,Not latest view,US (United States)
Kids,2015-01-16 01:13:21,00:22:40,,Los guerreros Wasabi: Temporada 3: El regreso de Spyfall (Capítulo 21),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:46,00:22:46,US (United States)
Kids,2015-01-16 00:50:40,00:22:07,,Los guerreros Wasabi: Temporada 3: La escuela de Jack (Capítulo 18),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:07,00:22:07,US (United States)
Kids,2015-01-16 00:28:00,00:22:12,,Los guerreros Wasabi: Temporada 3: Cómo Bobby se recuperó (Capítulo 20),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:16,00:22:16,US (United States)
Kids,2015-01-16 00:22:49,00:04:34,,Los guerreros Wasabi: Temporada 3: El oro de Gabby (Capítulo 11),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:07,00:22:07,US (United States)
Kids,2015-01-15 14:27:50,00:22:09,,Los guerreros Wasabi: Temporada 2: New Jack City (Capítulo 20),,Samsung 2013 MStar X12 Smart TV,00:22:09,Not latest view,US (United States)
Kids,2015-01-15 14:05:02,00:21:05,,Los guerreros Wasabi: Temporada 1: Boo Gi Nights (Capítulo 12),,Samsung 2013 MStar X12 Smart TV,00:21:05,Not latest view,US (United States)
Kids,2015-01-15 13:42:34,00:22:05,,Los guerreros Wasabi: Temporada 1: Kung Fu Cop (Capítulo 11),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-15 13:20:04,00:22:05,,Los guerreros Wasabi: Temporada 1: The Commercial (Capítulo 10),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-15 01:11:06,00:00:01,,Los guerreros Wasabi: Temporada 1: Boo Gi Nights (Capítulo 12),,Samsung 2013 MStar X12 Smart TV,00:00:01,Not latest view,US (United States)
Kids,2015-01-15 00:48:33,00:22:05,,Los guerreros Wasabi: Temporada 1: Kung Fu Cop (Capítulo 11),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-15 00:25:59,00:22:05,,Los guerreros Wasabi: Temporada 1: The Commercial (Capítulo 10),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-15 00:02:21,00:22:05,,"Los guerreros Wasabi: Temporada 1: Wax On, Wax Off (Capítulo 9)",,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-14 23:39:47,00:22:05,,Los guerreros Wasabi: Temporada 1: Ricky Weaver (Capítulo 8),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-14 23:17:13,00:22:05,,Los guerreros Wasabi: Temporada 1: All the Wrong Moves (Capítulo 7),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-14 22:54:21,00:22:05,,Los guerreros Wasabi: Temporada 1: Road to Wasabi (Capítulo 6),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-14 22:31:47,00:22:05,,Los guerreros Wasabi: Temporada 1: Swords & Magic (Capítulo 5),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-14 22:09:32,00:22:05,,Los guerreros Wasabi: Temporada 1: Dojo Day Afternoon (Capítulo 4),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-14 21:47:09,00:22:05,,Los guerreros Wasabi: Temporada 1: Dummy Dancing (Capítulo 3),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-14 19:16:01,00:22:05,,Los guerreros Wasabi: Temporada 1: Fat Chance (Capítulo 2),,Samsung 2013 MStar X12 Smart TV,00:22:05,Not latest view,US (United States)
Kids,2015-01-14 19:04:02,00:11:40,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,Samsung 2013 MStar X12 Smart TV,00:22:35,Not latest view,US (United States)
Kids,2015-01-14 18:50:40,00:10:55,,Los guerreros Wasabi: Temporada 1: Wasabi Warriors (Capítulo 1),,Samsung 2013 MStar X12 Smart TV,00:10:55,Not latest view,US (United States)
Kids,2015-01-14 18:27:12,00:22:09,,Los guerreros Wasabi: Temporada 2: New Jack City (Capítulo 20),,Samsung 2013 MStar X12 Smart TV,00:22:09,Not latest view,US (United States)
Kids,2015-01-14 14:14:55,00:17:34,,Los guerreros Wasabi: Temporada 3: El oro de Gabby (Capítulo 11),,Sony CE Sony CE 2014 Core DTV Smart TV,00:17:34,Not latest view,US (United States)
Kids,2015-01-14 13:53:13,00:21:02,,Los guerreros Wasabi: Temporada 1: Boo Gi Nights (Capítulo 12),,Sony CE Sony CE 2014 Core DTV Smart TV,00:21:06,Not latest view,US (United States)
Kids,2015-01-14 13:51:10,00:01:17,,Los guerreros Wasabi: Temporada 2: Capture the Flag (Capítulo 6),,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:12,Not latest view,US (United States)
Kids,2015-01-14 13:49:05,00:01:40,,"Los guerreros Wasabi: Temporada 2: Oh, Christmas Nuts! (Capítulo 24)",,Sony CE Sony CE 2014 Core DTV Smart TV,00:22:04,Not latest view,US (United States)
